File,Language,Linter Output
bash_code_396.sh,bash,"
In sampled_code_snippets/bash_code_396.sh line 1:
dotnet nuget locals all --clear
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_147.sh,bash,"
In sampled_code_snippets/bash_code_147.sh line 1:
npm install --save react-native-flipper
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_365.sh,bash,"
In sampled_code_snippets/bash_code_365.sh line 1:
npm install --save react-native-flipper
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_225.sh,bash,"
In sampled_code_snippets/bash_code_225.sh line 1:
chmod +x embed_files.sh
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_334.sh,bash,"
In sampled_code_snippets/bash_code_334.sh line 1:
docker build -t my_php_image .
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_274.sh,bash,"
In sampled_code_snippets/bash_code_274.sh line 1:
ts-node generateTimes.ts
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_264.sh,bash,"
In sampled_code_snippets/bash_code_264.sh line 1:
""C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\VC\Auxiliary\Build\vcvars64.bat""
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_324.sh,bash,"
In sampled_code_snippets/bash_code_324.sh line 1:
aws ec2 modify-subnet-attribute --subnet-id <your-subnet-id> --no-map-public-ip-on-launch
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_235.sh,bash,"
In sampled_code_snippets/bash_code_235.sh line 1:
git config --global user.signingkey YOUR_SIGNING_KEY
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_375.sh,bash,
bash_code_157.sh,bash,"
In sampled_code_snippets/bash_code_157.sh line 1:
@echo off
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.


In sampled_code_snippets/bash_code_157.sh line 2:
cd /d D:\dev2prod\Provider_Project\ub_api_provider
^-- SC2164 (warning): Use 'cd ... || exit' or 'cd ... || return' in case cd fails.
        ^-- SC1001 (info): This \d will be a regular 'd' in this context.
                 ^-- SC1001 (info): This \P will be a regular 'P' in this context.
                                  ^-- SC1001 (info): This \u will be a regular 'u' in this context.

Did you mean: 
cd /d D:\dev2prod\Provider_Project\ub_api_provider || exit


In sampled_code_snippets/bash_code_157.sh line 4:
cd /d D:\dev2prod\Provider_Project\ub_provider
^-- SC2164 (warning): Use 'cd ... || exit' or 'cd ... || return' in case cd fails.
        ^-- SC1001 (info): This \d will be a regular 'd' in this context.
                 ^-- SC1001 (info): This \P will be a regular 'P' in this context.
                                  ^-- SC1001 (info): This \u will be a regular 'u' in this context.

Did you mean: 
cd /d D:\dev2prod\Provider_Project\ub_provider || exit

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
  https://www.shellcheck.net/wiki/SC2164 -- Use 'cd ... || exit' or 'cd ... |...
  https://www.shellcheck.net/wiki/SC1001 -- This \P will be a regular 'P' in ...
"
python_code_1402.py,python,"************* Module python_code_1402
sampled_code_snippets/python_code_1402.py:3:0: C0301: Line too long (147/100) (line-too-long)
sampled_code_snippets/python_code_1402.py:19:0: C0301: Line too long (210/100) (line-too-long)
sampled_code_snippets/python_code_1402.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1402.py:1:0: C0116: Missing function or method docstring (missing-function-docstring)
sampled_code_snippets/python_code_1402.py:1:15: W0621: Redefining name 'text' from outer scope (line 19) (redefined-outer-name)
sampled_code_snippets/python_code_1402.py:1:21: W0621: Redefining name 'chunk_length' from outer scope (line 20) (redefined-outer-name)
sampled_code_snippets/python_code_1402.py:1:35: W0621: Redefining name 'chunk_overlap' from outer scope (line 21) (redefined-outer-name)
sampled_code_snippets/python_code_1402.py:5:4: W0621: Redefining name 'chunks' from outer scope (line 23) (redefined-outer-name)
sampled_code_snippets/python_code_1402.py:11:8: W0621: Redefining name 'chunk' from outer scope (line 24) (redefined-outer-name)
sampled_code_snippets/python_code_1402.py:19:0: C0103: Constant name ""text"" doesn't conform to UPPER_CASE naming style (invalid-name)
sampled_code_snippets/python_code_1402.py:20:0: C0103: Constant name ""chunk_length"" doesn't conform to UPPER_CASE naming style (invalid-name)
sampled_code_snippets/python_code_1402.py:21:0: C0103: Constant name ""chunk_overlap"" doesn't conform to UPPER_CASE naming style (invalid-name)

------------------------------------------------------------------
Your code has been rated at 3.33/10 (previous run: 3.33/10, +0.00)

"
bash_code_386.sh,bash,"
In sampled_code_snippets/bash_code_386.sh line 1:
gprof your_program | awk '{$NF=""""; print $0}'
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_106.sh,bash,"
In sampled_code_snippets/bash_code_106.sh line 1:
""C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\VC\Auxiliary\Build\vcvars64.bat""
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_297.sh,bash,"
In sampled_code_snippets/bash_code_297.sh line 1:
mv gitea-x.xx.x-linux-amd64 /opt/gitea
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1453.py,python,"************* Module python_code_1453
sampled_code_snippets/python_code_1453.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1453.py:1:0: R0913: Too many arguments (6/5) (too-many-arguments)
sampled_code_snippets/python_code_1453.py:1:51: E0602: Undefined variable 'NORMAL_MODE' (undefined-variable)
sampled_code_snippets/python_code_1453.py:2:22: E0602: Undefined variable 'I2CDevice' (undefined-variable)
sampled_code_snippets/python_code_1453.py:7:8: W0707: Consider explicitly re-raising using 'except OSError as exc' and 'raise OSError('Failed to initialize AD569x') from exc' (raise-missing-from)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_341.sh,bash,"
In sampled_code_snippets/bash_code_341.sh line 1:
npm start
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_190.sh,bash,"
In sampled_code_snippets/bash_code_190.sh line 1:
gdb -p 131978
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.


In sampled_code_snippets/bash_code_190.sh line 3:
set pagination off
    ^--------^ SC2121 (warning): To assign a variable, use just 'var=value', no 'set ..'.


In sampled_code_snippets/bash_code_190.sh line 4:
break 'printTimeAndHelloWorld(std::string const&, int)'
^-- SC2105 (error): break is only valid in loops.


In sampled_code_snippets/bash_code_190.sh line 8:
cont
^--^ SC2317 (info): Command appears to be unreachable. Check usage (or ignore if invoked indirectly).


In sampled_code_snippets/bash_code_190.sh line 9:
end
^-^ SC2317 (info): Command appears to be unreachable. Check usage (or ignore if invoked indirectly).


In sampled_code_snippets/bash_code_190.sh line 10:
c
^-- SC2317 (info): Command appears to be unreachable. Check usage (or ignore if invoked indirectly).

For more information:
  https://www.shellcheck.net/wiki/SC2105 -- break is only valid in loops.
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
  https://www.shellcheck.net/wiki/SC2121 -- To assign a variable, use just 'v...
"
bash_code_201.sh,bash,"
In sampled_code_snippets/bash_code_201.sh line 1:
git log --graph --oneline --decorate
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
bash_code_310.sh,bash,"
In sampled_code_snippets/bash_code_310.sh line 1:
pip install geopandas shapely fiona
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1494.py,python,"************* Module python_code_1494
sampled_code_snippets/python_code_1494.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1494.py:5:7: E0602: Undefined variable 'pygame' (undefined-variable)
sampled_code_snippets/python_code_1494.py:6:8: E0602: Undefined variable 'pygame' (undefined-variable)
sampled_code_snippets/python_code_1494.py:6:28: E0601: Using variable 'can_drop_bomb' before assignment (used-before-assignment)
sampled_code_snippets/python_code_1494.py:6:50: E0602: Undefined variable 'player_bombs' (undefined-variable)
sampled_code_snippets/python_code_1494.py:7:20: E0602: Undefined variable 'player' (undefined-variable)
sampled_code_snippets/python_code_1494.py:7:50: E0602: Undefined variable 'pygame' (undefined-variable)
sampled_code_snippets/python_code_1494.py:8:4: E0602: Undefined variable 'player_bombs' (undefined-variable)
sampled_code_snippets/python_code_1494.py:9:4: C0103: Constant name ""can_drop_bomb"" doesn't conform to UPPER_CASE naming style (invalid-name)
sampled_code_snippets/python_code_1494.py:12:12: E0602: Undefined variable 'player_bombs' (undefined-variable)
sampled_code_snippets/python_code_1494.py:13:17: E0602: Undefined variable 'pygame' (undefined-variable)
sampled_code_snippets/python_code_1494.py:14:21: E0602: Undefined variable 'BOMB_TIMER' (undefined-variable)
sampled_code_snippets/python_code_1494.py:15:8: E0602: Undefined variable 'player_bombs' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_250.sh,bash,"
In sampled_code_snippets/bash_code_250.sh line 1:
npm init
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1467.py,python,"************* Module python_code_1467
sampled_code_snippets/python_code_1467.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1467.py:1:3: E0602: Undefined variable 'leaf_node' (undefined-variable)
sampled_code_snippets/python_code_1467.py:1:16: E0602: Undefined variable 'mcts_instance' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_132.sh,bash,"
In sampled_code_snippets/bash_code_132.sh line 1:
pip install scipy
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1436.py,python,"************* Module python_code_1436
sampled_code_snippets/python_code_1436.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1436.py:2:20: E0602: Undefined variable 'df_train' (undefined-variable)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
bash_code_163.sh,bash,"
In sampled_code_snippets/bash_code_163.sh line 1:
pip install yfinance
^-- SC2148 (error): Tips depend on target shell and yours is unknown. Add a shebang or a 'shell' directive.

For more information:
  https://www.shellcheck.net/wiki/SC2148 -- Tips depend on target shell and y...
"
python_code_1378.py,python,"************* Module python_code_1378
sampled_code_snippets/python_code_1378.py:2:1: E0001: Parsing failed: 'invalid syntax (<unknown>, line 2)' (syntax-error)
"
javascript_code_542.js,javascript,"[0m[0m
[0m[4m/Users/shiqizhang/DATA542/Data-542-Group-4/sampled_code_snippets/javascript_code_542.js[24m[0m
[0m  [2m1:1[22m   [31merror[39m  'app' is not defined                [2mno-undef[22m[0m
[0m  [2m1:23[22m  [31merror[39m  'isAuthenticated' is not defined    [2mno-undef[22m[0m
[0m  [2m5:33[22m  [31merror[39m  'shoppingCartModel' is not defined  [2mno-undef[22m[0m
[0m[0m
[0m[31m[1m✖ 3 problems (3 errors, 0 warnings)[22m[39m[0m
[0m[31m[1m[22m[39m[0m
"
javascript_code_890.js,javascript,"[0m[0m
[0m[4m/Users/shiqizhang/DATA542/Data-542-Group-4/sampled_code_snippets/javascript_code_890.js[24m[0m
[0m  [2m1:1[22m  [31merror[39m  'app' is not defined  [2mno-undef[22m[0m
[0m[0m
[0m[31m[1m✖ 1 problem (1 error, 0 warnings)[22m[39m[0m
[0m[31m[1m[22m[39m[0m
"
python_code_1238.py,python,"************* Module python_code_1238
sampled_code_snippets/python_code_1238.py:1:0: C0114: Missing module docstring (missing-module-docstring)
sampled_code_snippets/python_code_1238.py:1:0: F0002: sampled_code_snippets/python_code_1238.py: Fatal error while checking 'sampled_code_snippets/python_code_1238.py'. Please open an issue in our bug tracker so we address this. There is a pre-filled template that you can use in '/Users/shiqizhang/Library/Caches/pylint/pylint-crash-2025-02-07-15-20-04.txt'. (astroid-error)

------------------------------------------------------------------
Your code has been rated at 0.00/10 (previous run: 0.00/10, +0.00)

"
javascript_code_793.js,javascript,"[0m[0m
[0m[4m/Users/shiqizhang/DATA542/Data-542-Group-4/sampled_code_snippets/javascript_code_793.js[24m[0m
[0m   [2m1:14[22m  [31merror[39m  'require' is not defined  [2mno-undef[22m[0m
[0m   [2m2:16[22m  [31merror[39m  'require' is not defined  [2mno-undef[22m[0m
[0m  [2m22:1[22m   [31merror[39m  'module' is not defined   [2mno-undef[22m[0m
[0m[0m
[0m[31m[1m✖ 3 problems (3 errors, 0 warnings)[22m[39m[0m
[0m[31m[1m[22m[39m[0m
"
